LV ActivePower (kW),Wind Speed (m/s),Theoretical_Power_Curve (KWh),Wind Direction (°),Angular_Velocity (rad/s),Radial_Distance (m),Flow_Angle (Φ),Actual_Blade_Angle,Predicted_Blade_Angle
3348.910889,11.63276005,3452.918718,188.4998016,0.8517260101747549,15.161005068928915,0.7332872465237438,7.3989962847176995,7.495115659910096
2647.506104,10.34597015,2989.120313,190.7156067,1.3277431003012528,29.97065678877433,0.2543610824372261,2.797159861334139,2.662086359325286
0.0,6.430617809,779.1173469,29.27914047,1.908528243852056,37.13568089858789,0.0904847075854742,0.3923332764988783,0.8655990224562473
1334.573975,7.952174187,1502.728868,49.50939941,1.753709554426754,40.54439640087909,0.1113772190630812,1.3207153062596255,1.294220854781222
533.0028076,5.906480789,593.89017,278.6261902,1.3073501315224112,12.052999799044011,0.3586272122382306,3.288376347360705,3.6093127661738458
2496.370117,10.8350296,3211.032427,60.39704895,0.8676785857585152,15.520743602628036,0.6775155454618035,6.846937278257854,6.766767679128162
1071.803955,7.452403069,1233.403609,58.58784103,0.9959196640418504,41.94466485311173,0.1765428992285693,1.8003387373483568,1.8159077015739167
3587.481934,12.70796967,3591.413291,212.3672943,1.1393648959093108,39.68549046604589,0.273980898568944,2.6921242876721463,2.842550466156264
450.2980042,5.784742832,554.7640857,6.709853172,0.5566763327183695,26.149510160304374,0.3782549917259478,3.535106309391141,3.93910457240173
3387.311035,11.77367973,3482.285239,26.28981972,0.9099943746869944,17.34627814125924,0.6408571503078491,6.364307126404214,6.32779172908492
2088.413086,9.540762901,2471.858304,76.34375,1.3190101273003811,49.50058173888867,0.1450981273524667,1.1590940250142416,1.4586911576381763
638.5009155,6.427371979,777.8731304,250.2097931,0.9368439923468964,27.094403217747704,0.24800068214496,2.411832142436177,2.5380054082340027
536.3364258,5.798875809,559.2283784,31.67765999,0.7806074228008566,33.69843553784645,0.2169752730969013,1.9385467510546877,1.9836136848269517
0.0,2.578670979,0.0,329.8977051,1.7395854674008329,19.753276358579026,0.0749027504257664,1.1363956029824158,0.7168819843973351
3464.111084,15.77408981,3600.0,197.7586975,0.8628399411693337,10.858449843774858,1.0348333149031357,10.07678759387269,10.5767810115163
499.4334106,6.171813965,683.5002424,188.5917969,1.7153087742550033,18.27208560339688,0.1944290314275908,2.3008441444951524,1.8600508195266956
256.9837036,4.757109165,278.4948512,72.7164917,1.94797313857846,42.09919694749006,0.0579428604543881,0.4599009055036115,0.5473494301824109
7.709338188,2.99433589,0.0,109.4667969,0.9776493461254082,34.540922810131846,0.0884400735473488,0.7198728084082393,0.9106744153042977
3112.052979,11.98163033,3519.064583,205.2940063,0.7767562698427004,24.1147792104243,0.5690705552801896,5.793800822586904,5.672834880265174
1176.208008,7.814216137,1425.468901,218.8141937,0.7764997680825266,15.60070139484115,0.5728944639285232,5.416969426955211,5.841698905905547
89.46565247,3.623162031,67.00765837,106.3699036,1.5285691532370214,10.614155680762364,0.2197097227794934,2.9661776753736038,2.2084619499805944
2538.913086,10.19361019,2906.72573,48.17893982,1.3764168835364985,25.64400725967425,0.281147058805807,3.096812027310869,3.073530486691106
0.0,1.887681007,0.0,349.230011,1.0011183433007262,7.823944871173931,0.2364904933479858,1.9701734417792167,2.1760103413115264
1882.524048,8.641749382,1916.097868,38.48809052,1.0946092305884842,23.6130464547197,0.3226578050231393,3.50563933696144,3.072807172328552
1544.890991,8.110198021,1593.719919,50.16056824,1.1453001451139864,14.151985664187375,0.4639467894097553,4.335402014636872,4.670906827763312
2446.26001,9.654511452,2557.882204,41.5334816,1.905160924284503,49.47034444261098,0.1020802020938234,1.3561662258081182,0.9383558082863681
0.0,2.377084017,0.0,307.8435059,0.7411398440724624,43.76165612501349,0.0731601876405671,0.9261176386416712,0.762026187788733
0.0,0.694625497,0.0,153.7774963,1.7711313314399837,17.460155922331975,0.0224583999634316,0.5574032625775428,0.26023596215494554
338.362793,5.226080894,393.5441213,177.1121979,0.6956935421295891,42.70592634959709,0.1741204274595002,1.8014116179947497,1.6950418893559571
1895.140991,9.10088253,2209.21862,191.1766052,0.8521316325874569,14.932898208915098,0.6208603069461437,6.170951478733993,6.477457709718664
87.35472107,3.8561759,102.0406025,5.410109997,1.7788081112839509,39.01198171098683,0.0555115436944496,0.7540857753968114,0.6892879147551919
0.0,1.747411966,0.0,337.2445068,0.7801526244050132,39.31279777900085,0.0569131359235631,0.068793841142801,0.9058619380814349
296.9511108,10.10663986,2856.644995,25.96607018,0.6650200216848345,39.72026246256343,0.3654285021384925,3.462996384396821,3.7855591709905565
0.0,11.80714035,3488.722562,43.61051941,1.998338918049936,16.31589712458014,0.3474400081543367,3.8742614940810087,3.6824306031191782
27.61455917,3.393853903,41.01299663,199.3374023,1.5906390938363542,48.082586912915765,0.0443454281685119,0.8871348952895309,0.5021814887693352
0.0,7.357274055,1185.293107,268.1408081,1.9432690181272532,9.736503896478316,0.3708566228351486,4.032036441963991,3.728421039477707
2574.593018,9.853143692,2697.357716,37.51720047,1.4431178387421064,31.157950915250677,0.2157214219615242,2.700677670395182,2.1364493422835458
52.33459091,3.837058067,98.8391548,249.0540009,0.7759677464163632,27.67186078462152,0.1768301759550047,3.030621991334878,1.7374712508306858
0.0,1.206630945,0.0,300.8431091,1.6350573651672042,24.342455118789285,0.0303070795539558,0.106293727433737,0.3267039311358741
0.0,2.094965935,0.0,76.84496307,1.6568646110497671,24.042294230815124,0.0525429094972439,0.3650447540426045,0.6163812168017807
83.68338013,4.004802227,123.8921182,325.2558899,1.117665935843536,20.9251971340998,0.1695928898388468,0.7988110804092988,1.5518107542212667
0.0,4.505692005,223.2054781,286.517395,1.7202430475555663,24.42418816545937,0.1068304298073535,0.8632207485363093,0.9496937657054445
769.2927246,6.543505192,823.113798,24.91650009,0.9937104487471377,27.32943189263932,0.236439408209617,2.500868514957593,2.6240651963673547
2086.930908,8.601190567,1890.751435,2.546027899,0.7450900859877154,29.48566046584299,0.3731629782021726,3.627081882732453,4.095872772593551
3036.250977,11.38578987,3392.300946,37.93756866,1.6145141133153724,32.83899770433537,0.2115363675670708,2.0201998625026323,2.1625910931919177
745.4453125,6.384533882,761.5601547,34.83493042,1.2614380931382745,27.34400937797244,0.1830262469815961,1.7526997348850435,1.9091301389758928
3342.816895,12.69536018,3590.852455,79.43438721,1.3791805232082457,8.306412164767817,0.8366677432424524,8.035839845617415,8.431211758567065
3531.665039,13.06120014,3600.0,62.9426384,1.025155351361868,48.93360783216176,0.2547119158809666,2.5614252493474274,2.4165495745014525
2713.316895,11.22939014,3347.559684,54.83684921,0.8234947397261209,48.05699075414493,0.2764844331980933,2.9288025085115774,2.8874139170431516
3602.85791,15.96313953,3600.0,208.0110016,1.506639735628964,14.770806589192842,0.6222467866051324,6.009826098030474,6.281398460291315
1171.027954,7.837547779,1438.384836,58.25315857,1.0346267827366813,19.91964726568942,0.363400344208169,2.3868806490684547,3.716854763549013
2860.201904,10.57870007,3102.490481,47.62865067,1.7939271526391458,28.28551549038967,0.2055354927758948,1.2957867992564769,1.88799523841293
3460.60498,15.39828968,3600.0,185.8038025,1.3696892657494326,49.95841798405294,0.2213436554159435,2.367389157583364,2.3502713796057684
